quizzes,solutions
000008406840310007003602000600190728570060001000003500000200910319450002087030000,921578436846319257753642189634195728572864391198723564465287913319456872287931645
051000200009010634600009800006508402730020000008070069002004050890300100140087003,451863297289715634673249815916538472734926581528471369362194758897352146145687923
715308600002001003900067000007000209024100800860025030300006407401092005050400080,715348692682951743943267518137684259524139876869725134398516427471892365256473981
080046070720000600004030895800300000400609108010520409001907000300001720000080040,985146372723895614164732895859314267432679158617528439241967583398451726576283941
038004006200006050400270900620405071100900200005800000062080104090150030070009000,938514726217396458456278913629435871183967245745821369562783194894152637371649582
036007005000040790000210080300080952820501004070960100900000000200400003008170420,136897245582346791794215386361784952829531674475962138943628517217459863658173429
430700090920008107000920600700200080801003000090800004350007002010000405008065310,436751298925638147187924653763249581841573926592816734354197862619382475278465319
000000974006800530530020001000102000468530000170600090005483060890001700003000420,281356974946817532537924681359172846468539217172648395725483169894261753613795428
003100067809000050010720003000093104401060300500000680020008500004210000986007400,243185967879634251615729843768593124491862375532471689127948536354216798986357412
026700800090006034310000270702005060000020040080090501100540000008100003049860005,426731859897256134315984276732415968951628347684397521173549682568172493249863715
030008200000900074804071036205086700000350069010090080500060020027000490003400005,739648251162935874854271936295186743478352169316794582541869327627513498983427615
009347002008900006004002530020035060050490000003200001041700090370010408600080010,569347182238951746714862539927135864156498273483276951841723695375619428692584317
008070003200500400000302867050209080800003216104006900731900000009041000600000050,968174523273568491415392867356219784897453216124786935731925648589641372642837159
009010300802006100300000647208700039003840750060509002501020980080004000704003000,679415328842376195315298647258761439193842756467539812531627984986154273724983561
864000001020070069000005000300697024007800006050300810571000003082003090009024170,864239751125478369793165482318697524247851936956342817571986243482713695639524178
700860010416020000380004005050480003901000860000000702008240006602500940503001070,725863419416925387389174625257486193931752864864319752198247536672538941543691278
003200009089045017710000604130006805500010040408097000900700036062000000000300251,643271589289645317715938624137426895596813742428597163951782436362154978874369251
006890700039401000005002610500070082010309470070000005807600020002000061040008300,126895743739461258485732619563174982218359476974286135897613524352947861641528397
310650400060000920000074000000782500407030090008000103200490806800507300503001002,312659487764318925985274631139782564457136298628945173271493856846527319593861742
005017200170000040900240000041086072500000690800725030039800001000053080008401006,485317269172569843963248715341986572527134698896725134639872451214653987758491326
050090327060150800900803051702008009000501002435007000000009010003240060008006705,851694327367152894924873651712468539689531472435927186546789213173245968298316745
037164000200000000901002308500008200000370406000010050003600910709500603602409085,837164529265893174941752368576948231128375496394216857453687912789521643612439785
000000058730010900020907400400005370900802640050003010095020000800300060072481000,169234758734518926528967431486195372913872645257643819395726184841359267672481593
093800000614000000280004100000360520509002013007080600000690000100500034038700005,793816452614257398285934176841369527569472813327185649452693781176528934938741265
004000815025908603300010200006801300000000920509300007031062708060400000900070400,694237815125948673387615249276891354813754926549326187431562798762489531958173462
690150807205080400000200560048060390000009000000032074502690008014007000700500201,693154827275986413481273569148765392327419685956832174532691748814327956769548231
650400900100025040003010207008007000300260509000094603000080001400032060590701800,652473918179825346843619257968357124314268579725194683237586491481932765596741832
301020908560079102090000060080003006003800704004690010020001300817050000000007540,341526978568479132792138465189743256653812794274695813425961387817354629936287541
000609100500000806009021047871040000300000204206900030408000503003074080900850020,734689152512437896689521347871342965395768214246915738428196573153274689967853421
938000004000240000005097300016050093809006570700028006000310600070005100380000240,938561724167243958425897361216754893849136572753928416594312687672485139381679245
016500800805070049030000060000825010002900708090014030209006070004100005600380002,416539827825671349937248561763825914142963758598714236289456173374192685651387492
005400703000513020640020010070900106000050380098060000210070900009830461800004500,125486793987513624643729815372948156461257389598361247214675938759832461836194572
000400603007000090290706000003009048008020500905100320049003786072080010100005004,851492673637851492294736851723569148418327569965148327549213786372684915186975234
160402000080060013007080900000000132540000000300290805000950280708041500900600001,169432758285769413437185926896574132542813697371296845613957284728341569954628371
260070300040010800900600010007001500080400206520003041000907003602800050059020007,261578394745319862938642715497261538183495276526783941814957623672834159359126487
500860004690072100104090072005100209300040080070506000002700040000950301400003890,527861934693472158184395672845137269316249785279586413932718546768954321451623897
030409001090050030008600507100007600640820003003000950900061200015704300007500080,536479821791258436428613597152937648649825713873146952984361275215784369367592184
030508420500612000170030006600840300800009050010305600740200009209006007008001000,936578421584612973172934586695847312823169754417325698741253869259486137368791245
200570010000004007060029000071058090900003052300600080053080460040060000002017800,234576918519834627867129543471258396986743152325691784753982461148365279692417835
800090005003001260710004030980003070002000406045028000100900008050080100460035907,824396715593871264716254839981463572372519486645728391137942658259687143468135927
006092800908600041030407020350010004200000150000000097100203600090750003470008500,746192835928635741531487926357819264269374158814526397185243679692751483473968512
409005200600038010020406700008300090910607500005040008000100004076000035080009107,439715286657238419821496753748352691913687542265941378592173864176824935384569127
150060020074010009000500800600800030000970410800321607900600070060003205025084300,158469723374218569296537841617845932532976418849321657983652174461793285725184396
809003001650000030001200940000560700003840510970300000000000408407610002020075006,849753261652194837731286945184569723263847519975321684516932478497618352328475196
050001030106704800300000170000806400875003900094000020001267500008500246000000009,457981632126734895389652174213896457875423961694175328941267583738519246562348719
000060040600090281050017009004006100520000000006125890703900050208700603400032070,139268547647593281852417369984376125521849736376125894763981452298754613415632978
590002080807060000004170000008001073070206005052040890400000538060000900001390402,596432781817569324234178659648951273973286145152743896429617538365824917781395462
700040102003010050600300084901057300800001207000900060430005079008490005006708010,789546132243819756615372984961257348854631297327984561432165879178493625596728413
079500402005080060160003790003470000210000050000920130054367008000800609082000070,379516482425789361168243795593471826217638954846925137954367218731852649682194573
020009560041000097700030800050304020470025100100680000000400035063072009900060008,328749561641258397795136842859314726476925183132687954287491635563872419914563278
009205410004300700507060082000000231601009000400520008030007820000080965096400000,389275416264318759517964382958746231621839547473521698135697824742183965896452173
700020840306050900004700602000017003930500008051009000062000001095038070800002400,719623845326854917584791632648217593937546128251389764462975381195438276873162459
080070064006052108000000900240061005350040019600083000002030807000006030170094500,581379264936452178724618953247961385358247619619583742462135897895726431173894526
000100090005026030043800607560000300400067200028905010071600400000701002032090008,286173594795426831143859627567218349419367285328945716971682453854731962632594178
700005400140020960300800021060000008009030070007092154002381000050006010080049207,726915483148723965395864721264157398519438672837692154972381546453276819681549237
006050840040029500050700000037000001405010029200000780008096300103804060900001270,796153842841629537352748196637982451485317629219465783578296314123874965964531278
030008060900230005107604030006470300071000000500090008204700916000000402089000750,435918267968237145127654839896475321371826594542391678254783916713569482689142753
405070300010500200720000009004001060060800000139460000000038076670290401981000502,495672318316589247728314659854921763267853194139467825542138976673295481981746532
090600000060020004732010600106900085050430001009000002000046500078005010000107493,894653127561729834732814659146972385257438961389561742913246578478395216625187493
100400780825906000060031000000760003038019600000048092006000300417000009000020054,193452786825976431764831925942765813538219647671348592256194378417583269389627154
000100067008900000040027590870040150036500000402010800290000470000379001600050080,925184367768935214341627598879243156136598742452716839293861475584379621617452983
459020708086090530010070000903008020000007060008010904000006301235400009004000080,459623718786194532312875496943568127521947863678312954897256341235481679164739285
096070002001003000800000936040180067600005080950700001082590000000007405400610700,396478152521963874874251936243189567617345289958726341782594613169837425435612798
170004803006090520000500040020000051003082070700000600900256004460008000010307908,175624893346891527289573146824769351653182479791435682938256714467918235512347968
005020040060001900132000070040008006059010820200039750014096080700005060800700300,975823641468571932132964578347258196659417823281639754514396287723185469896742315
409000020010800900060023005000000602003570810080064790240108000700052030105000006,459716328312845967867923145974381652623579814581264793246138579798652431135497286
010900703902000048078006200030610090400007065107805400500042300000503006820100000,614928753952371648378456219235614897489237165167895432596742381741583926823169574
300007010502000000080264030000600009030001258740009060018052004009400180070090006,394587612562913847187264935821635479936741258745829361618352794259476183473198526
608704030020010906005200007090053000000000051030402608763000400100008279000540000,618794532327815946945236817896153724472689351531472698763921485154368279289547163
000009126007520000000403009016005870405800060072030400100070004328600010060908500,543789126697521348281463759916245873435897261872136495159372684328654917764918532
090002107100050034000360000350180070709430002840900500000003006006078090217000080,693842157128759634574361928352186479769435812841927563985213746436578291217694385
030600007420300800800010094180730000000200086057009020000060542060170900395800000,539648217421397865876512394182736459943251786657489123718963542264175938395824671
000309006020570300500040100210008009060050740805600000032904000700003081906700002,471329856628571394593846127217438569369152748845697213132984675754263981986715432
800012007605089300000700094051000048308500920020100060700040035200806109010200000,894312657675489312132765894951623748368574921427198563786941235243856179519237486
040207800000940000203065100095008340000070000600400502030709650001302007080010200,149237865856941723273865194795128346324576918618493572432789651961352487587614239
957002010006000084000130900643950700009000800280600009470001002301040000000803046,957482613136795284824136957643958721719324865285617439478561392361249578592873146
100800540340000900006054000080290000002000301400700086068003012000910070750040830,127869543345127968896354127683291754572486391419735286968573412234918675751642839
278004006063500004000007018500108000010093020947000000304020090089060100600070050,278914536163582974495637218532148769816793425947256381354821697789365142621479853
008062109010700043309000280400250900080610070000008000500470001120095006003006500,748362159215789643369541287431257968982614375657938412596473821124895736873126594
802000007704025310000700800006507230308004000150080900600932700001000000900006504,812369457764825319539741862496517238328694175157283946645932781271458693983176524
000800703016502000070004021609003002030905078007040050800620410004100036500008000,245891763316572984978364521659783142432915678187246359893627415724159836561438297
005800400930005060406031020090008000017200000603710502002570104800640903000003050,125867439938425761476931825294358617517296348683714592362579184851642973749183256
901570020400800967030002080029063501060000300000054008003018000600040009105900000,981576423452831967736492185829763541564189372317254698293618754678345219145927836
072504010600302008801060000000090000016007504428030900750008000100200400000970360,372584619695312748841769253537496821916827534428135976753648192169253487284971365
030005007006001250009020000008700400140200809790030060014000003060903120005068004,231685947476391258589427316658719432143256879792834561914572683867943125325168794
013004000090070406608002790000090080050407009000006305960020500300000107204081060,713964852592178436648352791137295684856437219429816375961723548385649127274581963
000008000400750068005030207010300040020601705549080100608100500300079020002004309,267918453431752968985436217716395842823641795549287136698123574354879621172564389
009500000300008601026009807002090718041850020030000400405027000680000100000603009,879561234354278691126439857562394718741856923938712465495127386683945172217683549
700230016080001700500700490600003900090040050320800007002100008407006000013902500,749235816286491735531768492674523981198647253325819647962154378457386129813972564
500006340720309050001002007200000105000000070090510038140030060908740000052608004,589176342724389651631452987273864195815923476496517238147235869968741523352698714
070009140640805020200000300053700009008041700000000405890006001107020060020074090,375269148641835927289417356453782619968541732712693485894356271137928564526174893
006701008800900407010003090045000201300050980290007000030108006487020050000000032,956741328823965417714283695645839271371652984298417563532198746487326159169574832
000060480200009001041003005500080634080200100930005070100740090057006800860020003,395162487278459361641873925512987634786234159934615278123748596457396812869521743
602003508400000090083710000230090071050061903000070000004056089700420000590800062,672943518415682397983715624236594871857261943149378256324156789768429135591837462
010906020000057003604030010900020047050001039230800000086300000500080102090470006,315946728829157463674238915961523847458761239237894651786312594543689172192475386
023050708000079152000004000107040003650030214000006000072000600000805007468100090,923651748846379152715284936187942563659738214234516879572493681391865427468127395
720800069060040100900076040000400000578020003300010905000060800495007031082003500,724851369863942157951376248219435786578629413346718925137564892495287631682193574
402090037530002000906801400000078091104006500000500300060003080017904020005260000,482695137531742869976831452653478291194326578728519346269153784317984625845267913
300008506916003000000900043040560700207000001000041850800310004721000080090205000,374128596916453278582976143148562739257839461639741852865317924721694385493285617
040190360000000080600002105000820900090347010050061007830000050064080200902054700,745198362321576489689432175176825943298347516453961827837219654564783291912654738
000006278480090051210700309000104000090008067000030500600002900103600082500070430,935416278487293651216785349752164893394528167861937524678342915143659782529871436
050974102060500470002000800070000300300006940900080050085730016000042000091060030,853974162169528473742613895576491328318256947924387651485739216637142589291865734
000090042402600070900070601007080020509401030308052000000106003030900700010030509,671598342452613978983274651167389425529461837348752196795146283836925714214837569
070081063200540918000030400500200806004709000130050002008396004000000050009420307,475981263263547918981632475597213846824769531136854792758396124342178659619425387
300058070012036405070000001061090800800640093009082100605400000000200709704013020,346158972912736485578924631261397854857641293439582167625479318183265749794813526
500001000080054690037006400600820704003000020809030160004162970001000003290700500,546971382182354697937286451615829734473615829829437165354162978761598243298743516
000039200512000900308000507001800300000450070876200004705010060060000892903042000,647539281512784936398126547451867329239451678876293154725918463164375892983642715
687004000900000302000010060204050670000069500500073014030802050015730080009001006,687324195951687342342915867294158673173469528568273914736892451415736289829541736
700239400820014007030580000068050000200300960500000010070002634094000072600070501,751239486829614357436587129968751243217348965543926718175892634394165872682473591
530070009000096100800000040001002600907080050025007480400050010790208000000460203,536174829274896135819325746381542697947681352625937481462753918793218564158469273
000050109004030052800017000507000980149080030020400605070002000003048026600793000,236854179714936852895217463567321984149685237328479615471562398953148726682793541
540763080100000000030918020986030002000000450070020060300001095760452300001007000,542763981198245637637918524986534172213876459475129863324681795769452318851397246
008500900290360014453007000600100700000004650030080021780023000010090040002600085,168542973297368514453917862624159738871234659539786421785423196316895247942671385
006501000900020000001893007570040801002780040300000502090000408210000050700614093,826571934937426185451893627579342861162785349348169572693257418214938756785614293
009100500004200860800304000600950002700031080083000014020009430030602701075000000,269187543314295867857364129641958372792431685583726914126579438938642751475813296
070901284000058010600002007098027060005040001004000830000370000009000500120006049,573961284942758613681432957398127465265843791714695832456379128839214576127586349
100207059040056007020080300010030900908061000000500460035004108600000020284000070,163247859849356217527189346416732985958461732372598461735624198691873524284915673
800049020015060083069301000051000000700008230000430060130000700000020846080754009,873549621415267983269381574351672498746918235928435167134896752597123846682754319
060300700200000580009104030010708600040001003580030090706400000058029007094005160,465382719231967584879154236913748625642591873587236491726413958158629347394875162
060000027100040050705900108401500002006804090090002800007069043059000061004350700,968135427132748956745926138481593672276814395593672814817269543359487261624351789
075003000000001800008604097680020005900760102042300600010000300000092504024000078,275983461496271853138654297681429735953768142742315689819547326367892514524136978
000100023043000800016580097050409030038020000960030170790600000004007005000294061,879146523543972816216583497157469238438721659962835174791658342624317985385294761
200001340000900800673005100300029080008140050400670903005806002090000701104300060,289761345541932876673485129317529684968143257452678913735816492896254731124397568
080019700305007800004060029039805004027400180000076000040000390500080006062701000,286519743395247861714368529139825674627493185458176932841652397573984216962731458
031000700020700859008926000509000040000009162000843070247000003103050684060010000,931485726426731859758926431579162348384579162612843975247698513193257684865314297
200045038050610040000700600374000000060500013090020800600483005008057420001000000,216945738753618249489732651374891562862574913195326874627483195938157426541269387
000020500000040273607000914000308105400907080310000600090005006231800000050402700,143729568589641273627583914972368145465917382318254697794135826231876459856492731
600700090002004800540000006030206501001080000090005028300017000105900270800530604,683751492912364857547829136738296541251483769496175328324617985165948273879532614
000020089003105000700680043025060900610900804490700060000008030201070000060410075,146327589983145726752689143325864917617932854498751362574298631231576498869413275
000032610005104008038060000200940073040000500906008002310700009000021007400690250,794832615625174938138569724251946873843217596976358142312785469569421387487693251
560000000804106050002009003008504306300090001057030480070800102000063040495070000,569387214834126957712459863928514376346798521157632489673845192281963745495271638
900100350020060009050700060804506002000000070060089010049210000582630007700008004,976142358123865749458793261814576932395421876267389415649217583582634197731958624
070800030902005060015403290307012450000300000080047000060000780409080003000500109,674829531932175864815463297397612458241358976586947312163294785459781623728536149
083406000170050060400092300050000420092080000000607005900000156004300082608100900,283416579179853264465792318856931427792584631341627895937248156514369782628175943
890060700000500320006401050902050130070000805040300090000000203407009000051082069,895263714714598326236471958962854137173926845548317692689145273427639581351782469
100000724007908603053000009720840300010500062900000000400609200030750040006002810,189365724247918653653274189725846391318597462964123578471689235832751946596432817
947600000000000003002058070510809207700002005064030018006705049390021000000300500,947613852851274693632958174513849267789162435264537918126785349395421786478396521
003000040062000390080601005040800600390005012001006407009307081700040000635090020,573289146162754398984631275247813659396475812851926437429367581718542963635198724
700010300003706020980050041090570806051320079040900500030080600200000090105407000,724819365513746928986253741392574816651328479847961532439182657278635194165497283
100002004002900715063400000005037080046001030207806090090600803000350002004070600,159782364482963715763415928915237486846591237237846591591624873678359142324178659
000408053200010900839700000014025700006007038007906401070200000050300690600081000,761498253245613987839752146314825769926147538587936421473269815158374692692581374
650100200182000050000030000000009706095000000840701009000200047300980020027340190,653198274182674953479532861231459786795863412846721539968215347314987625527346198
040000070070903208100604003000050894090060020802001307010582000703000000085700009,349825671576913248128674953631257894497368125852491367914582736763149582285736419
010000007003801564000090010041002000050070009600035800006780395009203400700650082,218546937973821564465397218841962753352178649697435821126784395589213476734659182
012003508000824000306090007200080050040307010078000906153000600000500241900760000,412673598795824163386195427231986754649357812578412936153248679867539241924761385
000000709020054030406003010060027300890000050057901024275800003001000000038602500,513268749729154836486793215164527398892436157357981624275819463641375982938642571
051070004040096001203000008790530000410200906308400100000008527000040009080705600,951872364847396251263154798796531482415287936328469175634918527572643819189725643
003900002056000100109063800700009438021000970000608000008006500090037604040510000,483951762256784193179263845765129438821345976934678251318496527592837614647512389
003009250709500046008000001000153600802004009600900073005316700094708000070000102,413869257729531846568247931947153628832674519651982473285316794194728365376495182
090301000020976180030000607700400000061020300009008075004809050500002018006710002,697381524425976183138254697752493861861527349349168275214839756573642918986715432
006000020008410300190708005030670008920500060007042100000250706300009000060800914,746395821258416379193728645435671298921583467687942153819254736374169582562837914
000100008000036079805042001000970003431060050070004020900080062006501780040000300,763159248214836579895742631682975413431268957579314826957483162326591784148627395
803050007000300009570120830007410360026090015380000020000600500290530000100009470,813956247642378159579124836957412368426893715381765924738641592294537681165289473
006001850320007000000040003500908100407000690080030000004560010010029470009700306,746391852325687941198245763562978134437152698981436527874563219613829475259714386
095030080000209100106700025050000006002100000987400030028000090403080500700006340,295631784874259163136748925351892476642173859987465231528314697463987512719526348
010025000000190800900374006730000900400680103508000072003059680002010304800000000,316825749274196835985374216731542968429687153568931472143259687652718394897463521
600502078832071400000000060000000795750036200024100800040290000380000901006008003,619542378832671459475389162163824795758936214924157836541293687387465921296718543
007000090004008000005642070001476300600013087020000000000800056300029014950000002,267351498134798265895642173581476329649213587723985641412837956376529814958164732
700104800908060002030020000040800760000030009280000350060009025400507006103046970,726154893918763542534928617345892761671435289289671354867319425492587136153246978
097500041050006800000031290400020030670008000500173008004200080100090006060807350,397582641251946873846731295418629537673458912529173468734265189185394726962817354
000050820000903006450080019048016900005007000036098004200700400090020178001040003,369154827812973546457682319748516932925437681136298754283761495694325178571849263
409310020206780030000020804100407600038001095000090070502640008000800067003002009,489315726256784931317926854195437682738261495624598173572649318941853267863172549
205103008100008930000460057007045300900007000038600020013000000706500240840070009,275193468164758932389462157627845391951237684438619725513924876796581243842376519
090005602708001300004280007370908000002560903001000500006020041040000809800370005,193745682728691354654283197375918426482567913961432578536829741247156839819374265
002180090000025060037400500080740610300000009050609003400901800071000002890560400,562187394948325167137496528289743615316258749754619283425971836671834952893562471
006083091002500040089002007600079020093410008570006400014300075000100000020067030,456783291732591846189642357641879523293415768578236419914328675367154982825967134
750001900002000603340000050600025008009430100004079000000800210080003046071906085,758361924192584673346792851637125498529438167814679532463857219985213746271946385
209000460001570000837406000080204300020800509604000810540900030300000051906080700,259138467461579283837426195185294376723861549694753812542917638378642951916385724
000010529003605784004800060900206005040100200860097030018400007009003000200050300,687314529193625784524879163931246875745138296862597431318462957459783612276951348
000007006650098010090032754070050190012070305300040020800000030009320070040001500,234517986657498213198632754476253198912876345385149627821765439569324871743981562
502004380870000090900015702400008100050070006006050003790640008020000010010239400,562794381871326594943815762437968125259173846186452973795641238324587619618239457
002003600070260190900070000060800517800009200005010300650048000098620004010500003,142983675573264198986175432469832517831759246725416389657348921398621754214597863
040530800079600030105000407080040950900002601206700004023051000701000028000009003,642537819879614235135928467387146952954382671216795384423851796791463528568279143
160825007400300100008000296703400000090001000500200819080060405970008020604072000,169825347427396158358714296713489562892651734546237819281963475975148623634572981
008104006003970080506800970700090600605028001000000532002340000000001450090700013,978154326243976185516832974721593648635428791489617532152349867367281459894765213
107604000005970800090000002040100500003702089708503041600000020020460003000058910,187624395235971864496835172942186537513742689768593241659317428821469753374258916
000107000004000572008049010500082390107600008030000046600470000051090030023801904,365127489914368572278549613546782391197634258832915746689473125451296837723851964
300200060080700200901086300602018450004000001703054009070003016000509700005040083,347295168586731294921486375692318457854972631713654829479823516138569742265147983
560018070008056031000090008040980200186000007907301000010024050650000004030600029,563418972298756431471293568345987216186542397927361845719824653652139784834675129
900005870040869020200010003807090001030006090020400058605000300000071009001203006,916325874743869125258714963867592431534186297129437658675948312382671549491253786
007025100800003250100060004502809600490030007003601000070000380209000401040157020,937425168864713259125968734512879643496532817783641592671294385259386471348157926
000000125100084609006070004084750302760001900000940000050013000840600050030025780,478369125123584679596172834984756312765231948312948567257813496841697253639425781
000500203094100068306040090800706030005310002700020800020091000080000716000480005,178569243294173568356842197812756439945318672763924851527691384489235716631487925
001400300000060048700108009430601200085000063029007000000504080090036071510900400,861495327952763148743128659437681295185249763629357814376514982294836571518972436
000001000706900080003752640145300900000084070000090160200007000691020500587030002,429861753756943281813752649145376928962184375378295164234517896691428537587639412
160830200080940500007000001703080020020065070059000800008600010230100900400050706,165837294382941567947526381713489625824365179659712843578693412236174958491258736
007006000004529001150700009006080040500103060020000900803201000900060400072408503,297816354364529871158734629736982145589143267421675938843251796915367482672498513
000704000057020930048650020076041093002007508000090006023400007001003800000915000,219734685657128934348659721876541293492367518135892476923486157561273849784915362
007080430013900006490052000000074200600030850040200091100006308200000070000895600,527681439813947526496352187981574263672139854345268791159726348268413975734895612
010307905002004000670800002007600024380000000506018300240000130061090040809500000,418327965952164783673859412197635824384972651526418397245786139761293548839541276
042000000308010050000807090120000600037065218000090300479032080600080100001500007,742953861398614752516827493125378649937465218864291375479132586653789124281546937
420000590000030006071800400000000940760042080000013205209605030080001600540390070,423167598958234716671859423132586947765942381894713265219675834387421659546398172
000000650048607900900100030200050700085300041317020080003002008070014020406000095,731298654548637912962145837294851763685379241317426589153962478879514326426783195
700100003041900807093006000008460190250030000004809070600015089002047001000300000,726184953541923867893576214378462195259731648164859372637215489982647531415398726
396010005700065080800003000070080450050002003624030019209706001001020040030009060,396814725712965384845273196973681452158492673624537819289746531561328947437159268
050300402060701900080250010003084076006900280010007000290005600001030594004160000,157398462362741958489256713923584176746913285815627349298475631671832594534169827
021800900604000000007030241000200006010049083030786000500900014042000097870000530,321874965654192378987635241798213456216549783435786129563927814142358697879461532
168005030900000500070268004005670801806900400090020000001030609040700003350040020,168495237924317586573268914235674891816953472497821365781532649642789153359146728
000500003040012080030006241009801000460000070328007000000720405580100700602003900,217584693946312587835976241759841326461235879328697154193728465584169732672453918
700008506530000000004096020000039007000465001080200490105000632009002800070040100,792318546536724918814596723451839267927465381683271495145987632369152874278643159
057090640860702103002000080209000460100009708080504200401800000000003000530600001,357198642864752193912436587279381465145269738683574219491825376726913854538647921
800420901610000503029003008000916300040800000000000702038057106006009240700040005,873425961614798523529163478287916354345872619961534782438257196156389247792641835
008000090904018050630900002380002004020061009009845073002004605700000010503600000,258436791974218356631957842385792164427361589169845273892174635746523918513689427
206500040910008070005320081004060000100093802500702006070100503030007900800000014,286571349913648275745329681324865197167493852598712436679184523431257968852936714
504007000003010086800005001600000720040200005000970803165800040092000650080020309,514687932973412586826395471639158724748263195251974863165839247392741658487526319
609408005210070900050003006040509030300210070002000001090300040501006800704080502,679428315213675984458193726147569238385214679962837451896352147521746893734981562
304000901090000205020704080000000100608500390071300060003018009006005830700240006,364852971897136245125794683932467158648521397571389462453618729216975834789243516
000002306961050700073004180500490008000200400032680010000807009750130602090000000,845712396961358724273964185517493268689271453432685917126847539758139642394526871
406008100085000903000702084020304709010090000034000056061029030700000500300410200,476938125285146973193752684528364719617895342934271856861529437742683591359417268
601000200400080070002405309090003000126070005070052608000910050800700940043020007,651397284439281576782465319598643721126879435374152698267914853815736942943528167
050040009030700800408060270004200100009305020103800506700009012000507400600431000,257148639936752841418963275574296183869315724123874596745689312391527468682431957
002500008060090400700000310500410060120300005804005700053067080080004020490000106,912543678368791452745286319579418263126379845834625791253167984681934527497852136
420060007053001608006070030030709012005000400870006090000010005000403900091025080,429368157753291648186574239634759812915832476872146593248917365567483921391625784
008010000067000014400003207096002500000390080002078460000960001010025306045700900,928417635367259814451683297896142573574396182132578469283964751719825346645731928
000625001013400900007030842400106037060007108000090200500700403002050000801009005,984625371213478956657931842429186537365247198178593264596712483732854619841369725
008000520050600041030209006700000900516040000200703004060810703007090000091405600,678134529952687341134259876743521968516948237289763154465812793827396415391475682
150037042000080730930042008710005600000900000340061507080250300006400051000000400,158637942624189735937542168719325684865974213342861597481256379276493851593718426
076090080100000040004610070000040900820000700009730150580906003093500260001024005,276493581138257649954618372317845926825169734649732158582976413493581267761324895
940280060100007800050300090000010340020750000860409700400000009013028005700643280,947281563136597824258364197579812346324756918861439752482175639613928475795643281
070000000001027090004198750067840530050001200200609470800000302010300000590010060,975463128381527694624198753167842539459731286238659471846975312712386945593214867
030200018500008007020094600107500360064700092950000700800010200603802050009307000,436275918591638427728194635187529364364781592952463781845916273673842159219357846
700000300060410700012003050001580070079006020654090010400050080000002906320860100,748925361563418792912673458231584679879136524654297813496351287185742936327869145
002005047900706020300010609700408100058030400001070085509001003000900000024060700,612395847945786321387214659796458132258139476431672985579841263863927514124563798
005910308009403060027500100030000201000820007006007004000080000640150700890000420,465912378189473562327568149738645291954821637216397854573284916642159783891736425
000041050600030800082060009005006010006527340800900200014000700903002081700053006,379841652651239874482765139245386917196527348837914265514698723963472581728153496
406080100500006203037045000700008405009203000100790030080000060600000529000400710,496382157518976243237145986723618495849253671165794832981527364674831529352469718
079000000080902605000300020600090000007504180341007002016000300005840019890050700,279465831183972645564318927658291473927534186341687592416729358735846219892153764
080030012049060000701250040405010890018009000060403000000020130007006085800740920,586934712249167358731258649475612893318579264962483571694825137127396485853741926
001308000563070200200050940006040890000961000150200074700004005008037020940800060,491328756563479218287156943326745891874961532159283674732694185618537429945812367
600530000200604097903000008050070031000002046007403800300210500081000260004908100,678539412215684397943721658452876931839152746167493825396217584781345269524968173
017040360300200079060010028900020050003008007820903000030500042450081900006000500,217849365384265179569317428971624853643158297825973614138596742452781936796432581
001030097704001008006009250053980010480300020000674000109500076260000030000008900,521836497794251368836749251653982714487315629912674583149523876268497135375168942
610000940002100006004000802700305100800900070065000300008504030070809520031027009,617258943982143756354796812729385164843961275165472398298514637476839521531627489
067320000200080060003017540094000050015000308300900001470003100850061907000200680,567324819241589763983617542794138256615742398328956471476893125852461937139275684
700003094104060000280074500019080003030501600000000029000059340007640002006302700,765123894194865237283974561619287453432591678578436129821759346357648912946312785
100000092000918506000074000289000030300600107000052040060407001025030000040800900,178563492432918576596274318289741635354689127617352849863497251925136784741825963
008261047200008009000000000100096080052040630006000705001780003540010000070354062,398261547265478319714935826137596284952847631486123795621789453543612978879354162
064390080100800095200054007090000560010002804400600023006081040000003700053700006,564397182137826495289154637392478561615932874478615923726581349941263758853749216
080070200340069000501000809030208090000003751600410000005080030700026400064105002,986571243342869517571342869137258694428693751659417328295784136713926485864135972
100328504000000300070014020500001090006050803024009007401060080703042960090800000,169328574245796318378514629537481296916257843824639157451963782783142965692875431
300009000014053002200010050708920060046000080050804001000400178060072003001005900,385249617614753892297618354738921465146537289952864731523496178869172543471385926
000420068000019054037000200009007426600091000820040109140000830982005000003600002,591423768268719354437568291319857426674291583825346179146972835982135647753684912
080000310003070605025900000002801004640790080009050061300420090010005203007010008,786542319493178625125936847572861934641793582839254761358427196914685273267319458
400030006603507908090021500000085790045000100209000030000970020380400600012050000,451839276623547918798621543136285794845793162279164835564978321387412659912356487
750043802400060100039870600000601305004098000010000020300000009901235006208004070,756143892482569137139872654897621345524398761613457928345786219971235486268914573
001086000030050400060490320002000000109035070780200564200040718000700290008000005,421386957937152486865497321652874139149635872783219564296543718514768293378921645
950007000006000004800050200001724903009000700000016080608300002070409310140005870,952147638736892154814653297581724963469538721327916485698371542275489316143265879
500960300000204900700003612000640201070000000920051040009075130380100005040020006,512967384638214957794583612853649271471832569926751843269475138387196425145328796
000008604208000070090360105009041250010200000800050030605007090002086300700024008,153798624268415973497362185379841256516273849824659731685137492942586317731924568
